restaurant,cuisine_type,location,price_level,rating,review_count,Latitude,Longitude,url,image_url
Olive Kitchen + Bar,"Indian,Bar,Pub","3J Jalan Penang, George Town, Penang Island 10000 Malaysia",2,4,302,5.4176385,100.3316512,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d6916034-Reviews-Olive_Kitchen_Bar-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/06/39/46/99/getlstd-property-photo.jpg
Guan Guan Cafe,"Chinese,Asian,Malaysian","Jalan Batu Ferringhi, Batu Ferringhi, Penang Island 11100 Malaysia",1,4,379,5.477061,100.2533085,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d1404141-Reviews-Guan_Guan_Cafe-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/e7/3d/f7/20190322-192350-largejpg.jpg
Three Sixty Revolving Restaurant Skybar,"Bar,Asian,Malaysian","Three Sixty Revolving Restaurant Skybar 25-A Lebuh Farquhar George Town, Penang Island 10200 Malaysia",2,4,329,5.422183,100.336097,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d5430143-Reviews-Three_Sixty_Revolving_Restaurant_Skybar-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-o/1c/74/45/82/dining-room-with-a-view.jpg
Ayer Itam Penang Assam Laksa,"Asian,Malaysian","Jalan Pasar Ayer Itam, Penang Island Malaysia",1,4,355,5.4014545,100.2773491,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d3296239-Reviews-Ayer_Itam_Penang_Assam_Laksa-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/14/3a/37/ef/laksa.jpg
Makan Kitchen,"Asian,Malaysian,Vegetarian Friendly","56 Jalan Low Yat Lower Ground Floor of DoubleTree Resort by Hilton Penang, Batu Ferringhi, Penang Island 11100 Malaysia",2,4.5,187,5.4775017,100.2694728,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d13949176-Reviews-Makan_Kitchen-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/29/5d/02/12/makan-kitchen.jpg
Woodlands Vegetarian Restaurant,"Indian,Asian,Vegetarian Friendly","60 Lebuh Penang, George Town, Penang Island 10200 Malaysia",1,4,427,5.417984,100.3405568,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d5439256-Reviews-Woodlands_Vegetarian_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/18/27/23/31/20190621-193818-largejpg.jpg
Mr. Shawerma,"Middle Eastern,Vegetarian Friendly,Vegan Options","Lebuh Chulia 273a, George Town, Penang Island 10200 Malaysia",1,4.5,116,5.4179103,100.3368081,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12830559-Reviews-Mr_Shawerma-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/12/db/89/ff/classica-chicken-wrap.jpg
Miami Cafe,"Bar,Cafe,Asian","19 Batu Ferringhi Road, Penang Island 11100 Malaysia",1,,0,5.47124,100.246491,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d2430075-Reviews-Miami_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/daodao/photo-s/18/57/04/fd/img-20190708-134240-largejpg.jpg
Bean Sprout Cafe,"American,Cafe,British","35 Jalan Masjid Kapitan Keling, Penang Island 10200 Malaysia",2,4.5,92,5.4180163,100.3387598,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d12175661-Reviews-Bean_Sprout_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/3c/2a/8b/img-20200824-115222-largejpg.jpg
Emily's Steakhouse Penang,"Steakhouse,British","89, Muntri Street, George Town, Penang Island 10300 Malaysia",2,4,186,5.4201704,100.3348581,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d16694491-Reviews-Emily_s_Steakhouse_Penang-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1c/46/92/62/food-post.jpg
Ferringhi Coffee Garden,"Cafe,International,Vegetarian Friendly","43-D Batu Ferringhi 11100, Penang Island Malaysia",2,4.5,190,5.47124,100.246491,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d3741284-Reviews-Ferringhi_Coffee_Garden-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/08/b2/bb/23/ferringhi-coffee-garden.jpg
Sri Weld Food Court,"Asian,Malaysian","Lebuh Pantai Colonial District, George Town, Penang Island Malaysia",1,4,111,5.415099,100.339043,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d1159847-Reviews-Sri_Weld_Food_Court-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/27/69/86/caption.jpg
The Jetty Food Court,"Chinese,Asian,Malaysian","49-F Pengkalan Weld, George Town, Penang Island Malaysia",1,4,132,5.4133102,100.3391866,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d4973424-Reviews-The_Jetty_Food_Court-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/32/4c/92/jetty-food-court.jpg
Urban Daybreak,"Cafe,Vegetarian Friendly,Vegan Options","338 Lebuh Pantai, George Town, Penang Island 10300 Malaysia",2,4.5,137,5.413441,100.3371634,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d10371937-Reviews-Urban_Daybreak-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/31/3c/56/most-loved-aussie-inspired.jpg
Smokepapa BBQ,"American,Southwestern,Fast food","41 Lebuh Bishop, George Town, Penang Island 10200 Malaysia",1,5,43,5.4184744,100.3417017,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d16848254-Reviews-Smokepapa_BBQ-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/45/75/65/smokepapa-bbq.jpg
Mish Mash,"Bar,European,Pub","24 Lebuh Muntri, George Town, Penang Island 10200 Malaysia",2,4.5,170,5.4199358,100.3361757,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d6507585-Reviews-Mish_Mash-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/14/c5/1e/d6/mushroom-salad.jpg
Moh Teng Pheow Nyonya Koay Penang,"Asian,Nonya/Malaysian,Malaysian","Lebuh Chulia Entrance on Jalan Masjid, Off Chulia Street, George Town, Penang Island 10200 Malaysia",2,4,204,5.4183589,100.336095,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7895051-Reviews-Moh_Teng_Pheow_Nyonya_Koay_Penang-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/14/71/41/f4/pai-tea.jpg
Yeng Keng Cafe,"Chinese,Cafe,Asian","36, Chulia Street, George Town, Penang Island Malaysia",2,4,183,5.4160839,100.3390747,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d3357550-Reviews-Yeng_Keng_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0d/9b/a7/2a/fook-lok-shou-platter.jpg
Kedai Kopi Ho Ping,"Chinese,Asian,Malaysian","Jalan Kampung Malabar Off Penang Road, George Town, Penang Island 10100 Malaysia",1,4.5,98,5.4194076,100.3321584,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d3257195-Reviews-Kedai_Kopi_Ho_Ping-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/14/20/c5/26/street-view-of-ho-ping.jpg
Viva Local Food Haven,"Asian,Malaysian","Jalan Tanjong Tokong, Tanjung Tokong, Penang Island 10470 Malaysia",1,4,123,5.4477986,100.3053998,https://www.tripadvisor.com.my/Restaurant_Review-g2146250-d7808518-Reviews-Viva_Local_Food_Haven-Tanjung_Tokong_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/b4/22/50/20191225-204203-largejpg.jpg
The Brick Cafe,"German,Cafe,Asian","17, Seck Chuan Lane, George Town, Penang Island 10200 Malaysia",1,4.5,63,5.4357304,100.3441758,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12102140-Reviews-The_Brick_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/26/2c/32/cf/fried-rice-with-prawns.jpg
Maple Palace Restaurant,"Chinese,Asian,Cantonese","47 Jalan Sultan Ahmad Shah 10050, George Town, Penang Island 10050 Malaysia",2,4,121,5.4259746,100.3230015,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d2403443-Reviews-Maple_Palace_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/81/8a/a9/roast-chicken-with-crispy.jpg
Kim Haus,"Italian,American,Bar","9 Campbell Street, George Town, Penang Island 10100 Malaysia",2,4,169,5.4171306,100.335193,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d9594884-Reviews-Kim_Haus-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/85/e5/9a/nice-setting-and-meticulously.jpg
Foong Wei Heong Restaurant,"Chinese,Asian,Cantonese","Sri Bahari Road, George Town, Penang Island Malaysia",2,4,152,5.421174,100.3319824,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d813751-Reviews-Foong_Wei_Heong_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1a/0f/88/70/photo4jpg.jpg
Awesome Canteen at Sekeping Victoria,"Japanese,American,Cafe","164 Lebuh Victoria Sekeping Victoria, George Town, Penang Island 10300 Malaysia",2,4,166,5.4136096,100.3394176,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d8491305-Reviews-Awesome_Canteen_at_Sekeping_Victoria-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/7c/19/a8/awesome-canteen.jpg
Teels Heritage Cafe,"Cafe,Asian,Vegetarian Friendly","144-G H Burmah Rd, George Town, Penang Island 10050 Malaysia",2,4.5,67,5.4321233,100.3287399,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12653814-Reviews-Teels_Heritage_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/10/7c/39/69/photo1jpg.jpg
Sarkies Corner,"International,Asian,Malaysian","10 Lebuh Farquhar Chinatown, George Town, Penang Island 10200 Malaysia",2,4,401,5.4233727,100.3356682,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d1159840-Reviews-Sarkies_Corner-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/22/b3/b1/20181021-084254-largejpg.jpg
Kimberly Street Koay Chiap,"Chinese,Asian,Malaysian","Kimberly Street, George Town, Penang Island 10200 Malaysia",1,4,216,5.41687,100.3319316,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d802817-Reviews-Kimberly_Street_Koay_Chiap-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/12/a2/f9/37/photo0jpg.jpg
Din Tai Fung @ Penang Gurney Plaza,"Chinese,Asian,Taiwanese","Lot B1-05C, Basement 1 Penang Gurney Plaza, George Town, Penang Island 10250 Malaysia",2,4.5,113,5.4380431,100.3100232,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d9704431-Reviews-Din_Tai_Fung_Penang_Gurney_Plaza-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/19/b9/60/81/din.jpg
Soul Cafe,"Italian,Cafe,European","12 Jalan Kek Chuan, George Town, Penang Island 10400 Malaysia",2,4,144,5.4151043,100.3245416,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7181027-Reviews-Soul_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/13/03/9f/2e/served-the-best-pasta.jpg
Viva Victoria,"European,Asian,Fusion","169 Lebuh Victoria, George Town, Penang Island 10300 Malaysia",2,4.5,50,5.4136238,100.3385844,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13355337-Reviews-Viva_Victoria-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/15/2e/95/8f/photo5jpg.jpg
Beach Cafe,"Cafe,Asian,Malaysian","Jalan Batu Ferringhi Batu Ferringhi Beach, Batu Ferringhi, Penang Island 11100 Malaysia",1,4.5,90,5.4734004,100.2460575,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d3299331-Reviews-Beach_Cafe-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/12/7f/8f/49/signature-mango-chicken.jpg
Siam Road Charcoal Char Koay Teow,"Asian,Malaysian","Siam Road Off Jalan Anson, George Town, Penang Island 10400 Malaysia",1,4,135,5.4155987,100.3202894,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7243288-Reviews-Siam_Road_Charcoal_Char_Koay_Teow-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0b/4e/20/e6/img-20160518-202943-largejpg.jpg
Gusto Cafe,"Cafe,International,Vegetarian Friendly","4 Jalan Sungai Kelian Tanjung Bunga 11200, Penang Island 11200 Malaysia",2,4.5,145,5.4649592,100.2912248,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d3637185-Reviews-Gusto_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/17/11/7e/77/20190406-121018-largejpg.jpg
No.11 Specialty Restaurant,Fusion,"11, Jalan Teluk Bahang, Teluk Bahang, Penang Island 11050 Malaysia",,5,45,5.4619591,100.2195809,https://www.tripadvisor.com.my/Restaurant_Review-g4975755-d23743195-Reviews-No_11_Specialty_Restaurant-Teluk_Bahang_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/21/77/fd/e9/lounge-area.jpg
Bali Hai Seafood Market,"Chinese,Seafood,Asian","Bali Hai Seafood Market Bali Hai Seafood Market 90 Persiaran Gurney, Penang Island 10250 Malaysia",2,4,421,5.4337976,100.3153693,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d1889010-Reviews-Bali_Hai_Seafood_Market-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/49/95/50/photo5jpg.jpg
Let's Meat,"American,Cafe,Diner","18 Lebuh Lembah Permai 4, Tanjung Bungah, Penang Island 11200 Malaysia",2,4.5,80,5.4544125,100.2904433,https://www.tripadvisor.com.my/Restaurant_Review-g1905494-d10765290-Reviews-Let_s_Meat-Tanjung_Bungah_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/98/d0/94/feature-wall.jpg
Antarabangsa Enterprise,,"21 Lorong Stewart Behind the Goddess of Mercy Temple, George Town, Penang Island 10200 Malaysia",1,4.5,54,5.4184719,100.3387599,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d8466379-Reviews-Antarabangsa_Enterprise-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/1a/c6/fc/1f/photo0jpg.jpg
Winn's Cafe,Malaysian,"2 Irrawady Road Georgetown, Penang Island 10250 Malaysia",2,4.5,73,5.4141307,100.3287506,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d11682345-Reviews-Winn_s_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/0a/a2/83/photo1jpg.jpg
Chulia Court,"Bar,Vegetarian Friendly","355 Lebuh Chulia, George Town, Penang Island 10200 Malaysia",2,4,213,5.4183684,100.3360259,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d3820832-Reviews-Chulia_Court-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0b/88/68/26/tasteful-interior.jpg
DeHappy Seafood Restaurant,"Chinese,Seafood,Asian","58 Macalister Opposite BSN Bank Macalister Road, George Town, Penang Island 10400 Malaysia",2,4,259,5.417906,100.3205568,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d4128236-Reviews-DeHappy_Seafood_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/69/15/73/dehappy-restaurant-at.jpg
The View,"French,European,Gluten Free Options","1 Jalan Bukit Jambul Hotel Equatorial Penang, Bayan Lepas, Penang Island 11900 Malaysia",3,4.5,74,5.337476,100.2845764,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d1315102-Reviews-The_View-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/82/ee/47/the-view-hotel-equatorial.jpg
Fu Er Dai,"Chinese,Asian,Cantonese","7 Jalan Sultan Ahmad Shah, George Town, Penang Island 10050 Malaysia",2,4,60,5.4232016,100.3327083,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d9761611-Reviews-Fu_Er_Dai-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0d/bd/49/d0/caption.jpg
Planters Lounge,"International,Asian","10 Lebuh Farquhar Eastern & Oriental Hotel, 6th floor, George Town, Penang Island 10200 Malaysia",2,4.5,72,5.4231701,100.3357086,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d11932242-Reviews-Planters_Lounge-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/10/f8/d1/ed/planters-lounge.jpg
Thali NR Sweets Cafe,"Indian,Asian,Vegetarian Friendly","Thali NR Sweets Cafe 75 Penang Street Georgetown Little India, Penang Island 10200 Malaysia",1,4,130,5.4171765,100.3393185,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d3835577-Reviews-Thali_NR_Sweets_Cafe-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0b/a4/3b/1f/screenshot-2016-06-17.jpg
Teakadai Cafe,"Cafe,Vegetarian Friendly","No. 68,, George Town, Penang Island Malaysia",2,5,29,5.4141307,100.3287506,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13406267-Reviews-Teakadai_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/13/f3/82/94/img-20180718-194556-largejpg.jpg
Hameed Pata Special Mee,"Asian,Malaysian,Halal","Jalan Tun Syed Sheh Barakbah, George Town, Penang Island 10200 Malaysia",1,4,91,5.4217431,100.3426947,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7229737-Reviews-Hameed_Pata_Special_Mee-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/e7/82/fe/photo1jpg.jpg
Two Buns Penang,"Quick Bites,American,Fast food","177 Lebuh Carnarvon (Corner unit of intersection between Carnarvon Street and Lebuh Melayu), George Town, Penang Island 10100 Malaysia",2,4.5,75,5.4148279,100.3343145,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d11810528-Reviews-Two_Buns_Penang-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/0b/7c/38/beefy-business.jpg
Li Er Cafe,"Cafe,Asian,Malaysian","349 Jalan Burma, George Town, Penang Island 10350 Malaysia",2,4.5,46,5.4309052,100.3121559,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d12035882-Reviews-Li_Er_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0f/9d/ac/5a/20170617-123652-largejpg.jpg
Tan Sam Guan Seafood,"Chinese,Seafood,Asian","Batu Ferringi Road in the lane between Golden Sands Resort and Lone Pine Hotel, Penang Island Malaysia",1,5,56,5.4762606,100.2501211,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d2365866-Reviews-Tan_Sam_Guan_Seafood-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0d/d8/d7/c8/pineapple-chilli-fish.jpg
Narrow Marrow,"Cafe,Malaysian","312 Lebuh Pantai Heritage Shop Lot Untouched Facade in Worn Off White., George Town, Penang Island 10300 Malaysia",2,4.5,62,5.4137967,100.3376003,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7742611-Reviews-Narrow_Marrow-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/19/5b/75/grilled-cheese-sandwich.jpg
Sarkies,"Asian,Vegetarian Friendly","Sarkies 10 Lebuh Farquhar, Penang Island 10200 Malaysia",2,4,109,5.4233776,100.3348265,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d11813948-Reviews-Sarkies-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0e/8c/a9/e2/dining-area.jpg
"I Love You, Cafe Batu Ferringhi","Chinese,Seafood,Asian","Jalang Batu Ferringhi, Batu Ferringhi, Penang Island Malaysia",1,4,170,5.477061,100.2533085,https://www.tripadvisor.com.my/Restaurant_Review-g635527-d3833554-Reviews-I_Love_You_Cafe_Batu_Ferringhi-Batu_Ferringhi_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/09/66/90/81/i-love-you-cafe-batu.jpg
The Hillside,"Cafe,European,Fusion","No 3 Jalan Sungai Kelian, Tanjung Bungah, Penang Island 11120 Malaysia",2,4,136,5.464514,100.2912905,https://www.tripadvisor.com.my/Restaurant_Review-g1905494-d6619804-Reviews-The_Hillside-Tanjung_Bungah_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/13/e0/c3/f9/the-hillside.jpg
Monaliza bar-restaurant,"Bar,Asian,Malaysian","369 Lebuh Chulia, George Town, Penang Island Malaysia",1,4,80,5.418478,100.3357892,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d2662469-Reviews-Monaliza_bar_restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/03/43/d8/e3/monaliza-bar-restaurant.jpg
The Mermaid Cafe.Ikan Bakar,"Dessert,Cafe,Seafood","86b&C Lorong Macalister, George Town, Penang Island 10400 Malaysia",1,5,29,5.4164852,100.3286851,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d13293561-Reviews-The_Mermaid_Cafe_Ikan_Bakar-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/11/9c/2e/1c/enjoy-the-moment.jpg
Gudang Cafe,"Japanese,American,Cafe","5 Gat Lebuh Armenian, George Town, Penang Island 10300 Malaysia",2,4.5,74,5.4138126,100.3387488,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d10037965-Reviews-Gudang_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/11/5f/08/55/gudang-second-longest.jpg
Arte Restaurant Penang,"French,European,Fusion","25 Jalan Argyll, George Town, Penang Island 10050 Malaysia",2,4.5,80,5.4203868,100.3319481,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d10594115-Reviews-Arte_Restaurant_Penang-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/08/3b/34/foie-gras.jpg
Old Green House Prawn Mee,"Chinese,Malaysian","223 Jalan Burma, George Town, Penang Island 10500 Malaysia",1,4,103,5.4235629,100.3210449,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d4138261-Reviews-Old_Green_House_Prawn_Mee-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-p/11/d2/36/93/photo6jpg.jpg
David Brown's Restaurant and Tea Terraces,"European,British,Vegetarian Friendly","David Brown's Restaurant and Tea Terraces Lot 400 Daerah Bart Daya 17 Mk Strawberry Hill, Bukit Bendera, Ayer Itam, Penang Island 11300 Malaysia",2,3.5,323,5.402693,100.2782329,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d2061893-Reviews-David_Brown_s_Restaurant_and_Tea_Terraces-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/02/26/70/c7/david-brown-s-restaurant.jpg
Super Tanker Food Centre ( Food Center),"Chinese,Asian,Malaysian","Jalan Nipah, Bayan Lepas, Penang Island 11900 Malaysia",1,4,69,5.341265,100.2963888,https://www.tripadvisor.com.my/Restaurant_Review-g1193625-d7259998-Reviews-Super_Tanker_Food_Centre_Food_Center-Bayan_Lepas_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/19/2a/80/63/20190908-130635-largejpg.jpg
Lily's Vegetarian Kitchen,"Asian,Malaysian,Vegetarian Friendly","98 Lorong Madras, George Town, Penang Island 10400 Malaysia",1,4.5,88,5.4161798,100.3259118,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d2616910-Reviews-Lily_s_Vegetarian_Kitchen-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/78/bd/45/p-20181122-192635-vhdr.jpg
Kafe Kheng Pin,"Asian,Malaysian","80 Jalan Penang, George Town, Penang Island 10000 Malaysia",1,4,95,5.420566,100.3328239,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d7056550-Reviews-Kafe_Kheng_Pin-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/a2/68/7a/lor-bak-kafe-kheng-pin.jpg
Miraku Restaurant,"Japanese,Sushi,Asian","G Hotel Gurney Drive, George Town, Penang Island Malaysia",2,4,110,5.4377331,100.3105747,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d2056934-Reviews-Miraku_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/16/d8/ca/21/tempura-ice-cream.jpg
Baa Baa Black Sheep,"Cafe,Grill,Vegetarian Friendly","8A Jalan Tanjung Bungah Penang, Malaysia, George Town, Penang Island 11200 Malaysia",2,4.5,57,5.4658405,100.2898551,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d6662103-Reviews-Baa_Baa_Black_Sheep-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/14/f3/71/29/20181006-132841-largejpg.jpg
Urban Spice Cafe,"Chinese,Cafe,Asian","12A Lebuh Lembah Permai 4, George Town, Penang Island 10200 Malaysia",2,,0,5.4547806,100.2904087,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d11751398-Reviews-Urban_Spice_Cafe-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0d/6f/0d/43/getlstd-property-photo.jpg
Thong Thai Fusion Restaurant,"Asian,Thai,Vegetarian Friendly","59 Lebuh Cintra, Penang Island 10100 Malaysia",2,5,27,5.4173865,100.3334302,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d16866633-Reviews-Thong_Thai_Fusion_Restaurant-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/1a/e6/30/0f/delicious-food.jpg
Home Style Restaurant,"Chinese,Asian","2 Lebuh Lembah Permai 4 Permai 32, George Town, Penang Island 11200 Malaysia",2,4,51,5.4550997,100.2902772,https://www.tripadvisor.com.my/Restaurant_Review-g298303-d868121-Reviews-Home_Style_Restaurant-George_Town_Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/15/cd/ec/7f/our-special-dishes.jpg
Crc Chinese Restaurant Sdn Bhd,"Chinese,Asian,Cantonese","22 Pangkor Road Penang, Penang Island 10500 Malaysia",2,4.5,40,5.4254015,100.3173182,https://www.tripadvisor.com.my/Restaurant_Review-g660694-d9592533-Reviews-Crc_Chinese_Restaurant_Sdn_Bhd-Penang_Island_Penang.html,https://media-cdn.tripadvisor.com/media/photo-s/0c/7d/8e/5b/img-20160809-192617-largejpg.jpg
