restaurant,cuisine_type,location,price_level,rating,review_count,Latitude,Longitude
Sauce of Soul Cafe,"Cafe,Asian,Fusion","NO 2 Jalan Bukit Jambul, Bayan Lepas, Penang Island 11900 Malaysia",1,3,1,5.3359815,100.2838617
Mee Udang Razak,"Malaysian,Asian","Kampung Jalan Baru, Balik Pulau, Penang Island 11000 Malaysia",,3,1,5.351802,100.2029299
Secret Recipe,"Deli,Asian","6, Ground Floor, Jalan Sungai Rusa, Balik Pulau, Balik Pulau, Penang Island 11000 Malaysia",,2,2,5.3819329,100.2139242
Restoran Al Hijrah,"Indian,Asian,Malaysian","No 2347 Kampung Selamat Jalan Kampung Baru, Tasek Gelugor 13300 Malaysia",3,3,1,5.5040791,100.5220797
Sri Tanjung Tomyam Seafood,"Thai,Malaysian,Asian","Seri Tanjung Pinang Road Side Stall, Tanjung Tokong, Penang Island 11200 Malaysia",,3,1,5.4511341,100.3059597
Reve Kitchen & Dessert Bar,"Asian,Fusion,Cafe","18 Lebuh king, George Town, Penang Island 10200 Malaysia",,3,3,5.4191367,100.3404481
Only Mee,Fusion,"Level 5, The Top, Jalan Penang, George Town, Penang Island 10000 Malaysia",1,3,13,5.413951,100.3303671
La France Cafe and Restaurant,"French,Cafe,European","3b Jalan Irrawadi Georgetown, George Town, Penang Island 10050 Malaysia",2,3,40,5.426308,100.32091
The Boat Food Court,"Barbecue,Asian,Fusion,Seafood","177C Lebuh Victoria, George Town, Penang Island 10300 Malaysia",,3,2,5.4138377,100.3390448
I Canton Cafe Braised Duck Rice,Seafood,,,,0,,
Penang Ah Teik,,"Lorong Susu, George Town, Penang Island 10400 Malaysia",2,3,34,5.4153182,100.3243259
Shunka Burma Road,"Japanese,Asian,Vegetarian Friendly","124E Jalan Burmah, George Town, Penang Island 10050 Malaysia",2,3,20,5.420875,100.325446
The Light's Cafe,"Italian,Fusion","Pusat Bayaran Setempat Jalan Padang Kota Lama, George Town, Penang Island 10200 Malaysia",1,3,5,5.4215084,100.3413823
Quickie,"Contemporary,Asian","170 Gurney Dr Gurney Plaza, George Town, Penang Island Malaysia",,3,8,5.4380431,100.3100232
Roti Bakar All Seasons Place,Asian,,,,0,,
Hokkaido Baked Cheese Tart,Cafe,"Gurney Plaza B1-K34/K35, Basement One, Penang Island 10250 Malaysia",,3,2,5.4380431,100.3100232
Hing Lee Restaurant,Seafood,"No 8 Jalan Merbah 2 Taman Merbah, Nibong Tebal, Penang Island 14300 Malaysia",,3,2,5.1769206,100.4833379
Tao Japanese Restaurant,"Japanese,Sushi,Asian","George Town, Penang Island Malaysia",2,3,37,5.4141307,100.3287506
Madam Priya's House of Curries,Indian,"Lot 27 Setia Spice Canopy Jalan Tun Dr. Awang, Penang Island 11900 Malaysia",1,3,15,5.3286366,100.2807998
Red Chilli Fongwei,Chinese,"114-116 Lorong Madras, George Town, Penang Island 10400 Malaysia",,3,4,5.4158171,100.3257463
Starbucks,"American,Cafe,Quick Bites","182 Jalan Magazine 1st Avenue Shopping Mall, George Town, Penang Island 10300 Malaysia",,3,15,5.4130454,100.3311692
Sushi King Express,Japanese,"Jalan Paya Terubong 29-01-01, Golden Triangle, Bayan Lepas, Penang Island 11900 Malaysia",2,3,3,5.332343,100.275549
Aunty Q Recipes,"Malaysian,Asian","66, Lebuh Noordin Opposite Gold Coast, George Town, Penang Island 11900 Malaysia",,3,2,5.4115447,100.3310749
Pappa Rich,"Asian,Malaysian","Jalan Seri Tanjung Pinang Unit no. 3A-G-21, Block A, Penang Island Malaysia",2,3,49,5.454686,100.3129628
Victoria Station,Steakhouse,"17 Lorong Mayang Pasir 5, Bayan Lepas, Penang Island 11950 Malaysia",2,3,23,5.321026,100.2866579
The Guitarist 71,,,2,,0,,
Sun Vegetarian Cuisine,"Japanese,International,Asian,Chinese","Lorong Bayan Indah 2 H-2-1, Bay Avenue, Bayan Lepas, Penang Island 11900 Malaysia",,3,2,5.3371813,100.3076669
Eastin Hotel Lobby Lounge,"Bar,Pub","1 Solok Bayan Indah Queensbay, Penang Island Malaysia",2,3,5,5.3363736,100.306424
Hardwicke House,European,"67 Jalan Sultan Ahmad Shah, George Town, Penang Island 10050 Malaysia",2,3,25,5.4273068,100.3207257
BreadKing,Cafe,"110-01-07/08 Persiaran Bayan Indah, Bayan Lepas, Penang Island 11900 Malaysia",,3,4,5.3358832,100.3078983
DaoRae Korean BB Restaurant,Cafe,,,,0,,
Dome Cafe,Cafe,"GF 88&89, Queensbay Mall, Penang Island Malaysia",2,3,18,5.3331774,100.3066084
Jerejak Rainforest Resort Restaurant,,,2,,0,,
Midland Court Restaurant,Chinese,"Midlands Park Centre, George Town, Penang Island 10350 Malaysia",,3,2,5.4330684,100.3063546
Nomiya American Izakaya,"Japanese,American,Bar","Straits Quay Jalan Seri Tanjung Pinang Tanjong Tokong, Penang Island 10470 Malaysia",2,3,19,5.450422,100.307274
TGI Fridays,"American,Bar,Barbecue","Gurney Plaza, Penang Island Malaysia",2,3,76,5.4380431,100.3100232
Little Ha Noi,Vietnamese,"337, Jalan Perak, Penang Island 50418 Malaysia",,3,5,5.4001127,100.3152138
Ismail Ikan Bakar,Vietnamese,,,,0,,
Ajisen Ramen,Japanese,"George Town, Penang Island Malaysia",,1,1,5.4141307,100.3287506
D'piazza Mall,Japanese,,,,0,,
Light Street Cafe,Japanese,,,,0,,
Golden Thai Restaurant,"Seafood,Asian,Thai","69-A Jalan Batu Ferringhi, Batu Ferringhi, Penang Island 11100 Malaysia",2,3,602,5.4653689,100.2420942
Shiebam Hadramout Restaurant,Middle Eastern,"No. 18 Jalan Batu Feringghi, Batu Ferringhi, Penang Island Malaysia",,2.5,3,5.4758133,100.2511765
Over-Time,International,"Guerny Drive, George Town, Penang Island 10250 Malaysia",,2.5,5,5.4344703,100.3148649
Zahrat Al-Sham Restaurant,"Asian,Middle Eastern","12A Jalan Tanjung Bungah, Penang Island 11200 Malaysia",1,2.5,2,5.466036,100.2893935
Dubai Paradise,,,1,,0,,
Restaurant Tarim Hadramawt,Arabic,"559D Jalan Sungai dua Gelugor, Penang Island 11700 Malaysia",,4,1,5.3523483,100.3012125
Mr.Wang,Japanese,"63A, Jalan Magazine, George Town, Penang Island 10300 Malaysia",2,3,5,5.4122725,100.3319809
Flame Steamboat,,,2,,0,,
Blue Funnel Pub And Restaurant,,"396 Chulia Street, George Town, Penang Island Malaysia",1,1,1,5.4197084,100.3341553
Soho,European,"Precinct 10 Jalan Tanjung Tokong, Tanjung Tokong, Penang Island Malaysia",,2,3,5.4492482,100.3060331
AhMa PanMee,Chinese,"Persiaran Mahsuri 5-G-26, Promenade, Bayan Baru, Bayan Lepas, Penang Island 11950 Malaysia",1,2.5,2,5.3247107,100.2825698
Restoran Terapung,Seafood,"120 Pulau Aman Simpang Ampat, Penang Island 14100 Malaysia",,3,7,5.2656773,100.4061057
Wine Houz,Seafood,,,,0,,
Fidalgo Penang,"Cafe,Pub,Wine Bar","391 Chulia Street, Penang Island 10350 Malaysia",,2.5,3,5.4186663,100.3354472
Maxim's Gelato,Fast food,"105B, Oriental Hotel, Upper Penang Road, Penang Island 10000 Malaysia",,2.5,3,5.420344,100.3328949
Soho Free House,"Bar,British,Pub","50, Ground & Upper Floor, Penang Road, George Town, Penang Island Malaysia",2,3,101,5.4189016,100.3317942
The Six Cantonese Restaurant,Chinese,"Persiaran Gurney 170-03-86 Plaza Gurney, George Town, Penang Island 10250 Malaysia",2,2.5,3,5.4380431,100.3100232
Hong Kong 8am,"Asian,Malaysian,Chinese","93 Lorong Macalister, George Town, Penang Island 10400 Malaysia",,2,2,5.4166898,100.3285097
Ming Garden Restaurant,"Chinese,Asian","2nd Floor Lot 77-2-28 Jalan Dato Keramat, George Town, Penang Island Malaysia",2,2.5,24,5.412524,100.3254003
End Of The World Seafood,"Seafood,Asian,Malaysian","Jalan Hassan Abbas Teluk Bahang, Penang Island Malaysia",2,2.5,81,5.457473,100.211375
Matsuki,Japanese,"62 Jalan Cantonment, George Town, Penang Island 10250 Malaysia",2,2.5,8,5.4332957,100.312624
Zi Tian Jiao Steamboat Restaurant,Chinese,"R-02 & R-03, No. 1-G-2 & 1-G-3, Jalan Seri Tanjung Pinang,, Tanjung Tokong, Penang Island 10470 Malaysia",2,2,2,5.4490912,100.3074542
Triple Ko's Cafe,Chinese,"Jalan Paya Terubong 29-1-63 Golden Triangle, Bayan Lepas, Penang Island 11900 Malaysia",,1,1,5.332343,100.275549
Restaurant Nasi Kandar Sahirah Banu,Chinese,,,,0,,
Sushi Jiro,Japanese,"Lot 170-07-17/18 Gurney Plaza, George Town, Penang Island Malaysia",,2.5,4,5.4303962,100.3193137
Aroi Mak Thai Food Restaurant,"Chinese,Seafood,Thai","82, Jalan Sultan Ahmad Shah, George Town, Penang Island 10050 Malaysia",2,2.5,12,5.42827,100.3209671
Hakka Village,Chinese,"536 Jln Sg, Balik Pulau, Penang Island 10100 Malaysia",2,2.5,8,5.3338741,100.2255289
McDonald's,Fast food,"No.1 Jalan Seri Tanjung Pinang Tesco Seri Tanjung Pinang, Tanjung Bungah, Penang Island 10470 Malaysia",1,2.5,4,5.4589372,100.3087485
Pak Mid Cafe,"Asian,Malaysian,Halal","Opposite Hard Rock Hotel, Batu Ferringhi, Penang Island Malaysia",2,3,36,5.4677481,100.2418107
Kfc,,"Kfc Kfc Kfc No. 52 Jalan Larut, Penang Island 10050 Malaysia",1,2.5,12,5.4228668,100.3251883
Oriental Seafood Gurney,"Chinese,Seafood,Asian","42 Gurney Drive, George Town, Penang Island Malaysia",2,2.5,92,5.4415841,100.3090417
Tiente by ChinChin,"French,Cafe","142 Jalan Pintal Tali, George Town, Penang Island 10100 Malaysia",1,1,1,5.4154741,100.332413
Ginza Japanese Restaurant,Sushi,"B-3-3,3A,5, Vantage, Jalan Desiran Tanjung, Penang Island 10470 Malaysia",2,2.5,9,5.4564624,100.3077844
The Bird Cage Thai Cuisine,Thai,"24, Jalan Nagor, George Town, Penang Island 10050 Malaysia",1,1,1,5.4214528,100.3262315
Chicking,"Malaysian,Asian","Jalan Datuk Keramat, George Town, Penang Island 10400 Malaysia",,2,3,5.4124829,100.3205736
Will Western Delight,Fusion,"539, Jalan Masjid Negeri, Taman Gelugur, Gelugor, Penang Island 11600 Malaysia",,2.5,4,5.3867391,100.3051308
Euro.Deli Gurney Plaza,,"Bulatan Gurney Unit 170-G-37/37A,, George Town, Penang Island 10250 Malaysia",2,2.5,10,5.4362418,100.3093044
The Pokok,"Bar,Pub","Lot 227 Lebuh Chulia, George Town, Penang Island 10200 Malaysia",2,2.5,16,5.417653,100.3370166
The Laksa House,"Malaysian,Asian","Across from KFC, Penang Island Malaysia",,,0,5.3673161,100.2486493
Berlinz Square,"Fast food,Asian,Pub,Pizza","Persiaran Kapal Singh 2.maritime Piazza., Penang Island 11600 Malaysia",,,0,5.3979304,100.3292783
Ah Mah's Steamboat,Chinese,"Ah Mah's Steamboat Ah Mah's Steamboat 2 Jalan Burma, Penang Island 10050 Malaysia",1,,0,5.417254,100.329643
Teoh's Chinese Seafood,Chinese,"150 Jalan P Ramlee, Penang Island Malaysia",,,0,5.4064944,100.3090474
Modern Asia Kitchen,"Chinese,Asian,Diner","18a, Jalan Pasar, Pekan Ayer Itam, 11500 Ayer Itam Deview Hotel, Penang Island 11500 Malaysia",1,,0,5.4016319,100.2774852
Ho Min San Gurney Plaza,"Chinese,Asian","170 Persiaran Gurney Plaza Gurney, Penang Island 10250 Malaysia",1,,0,5.4380431,100.3100232
Chang Thai Restaurant,Thai,"Lebuhraya Thean Teik, Ayer Itam 6G-1-15, All Seasons Place, Penang Island 11500 Malaysia",1,,0,5.3963425,100.2904981
Millennium Food Centre,"Chinese,Seafood,Asian","Millennium Food Centre Block B-G-1/2 Jalan Tapah, Penang Island 11600 Malaysia",1,,0,5.3957775,100.3139642
Chick.A.Pollo,"Chinese,Indian,Southwestern","74, Lebuh Noordin Macallum Night market, Penang Island 10300 Malaysia",1,,0,5.4117246,100.330944
Swens Pastry Cafe,,,1,,0,,
Juice Works,"Malaysian,Vegetarian Friendly,Vegan Options,Asian","100, Persiaran Bayan Indah Bayan Lepas, Penang Island 14300 Malaysia",,,0,5.3326829,100.3066978
Eki Sake Bar,"Malaysian,Asian","Persiaran Gurney Sunrise Gurney, Penang Island 10250 Malaysia",,,0,5.4382652,100.3100319
Tiga Budak Gemok,Asian,,,,0,,
Dodos Home Kitchen,"International,Asian,Deli,Chinese","Dodos Home Kitchen 14 Jalan Argyll Georgetown, Penang Island 10050 Malaysia",,,0,5.4203,100.3323175
Wah Chai Chicken Rice,Chinese,"29-01-63A Jalan Paya Terubong The Golden Triangle, Penang Island 11900 Malaysia",,,0,5.332343,100.275549
LuCafe,Cafe,"420 Lebuh Chulia LS capsule hotel, Penang Island 10200 Malaysia",1,,0,5.4196129,100.3338157
Sunshine Square Food Court,,,1,,0,,
BBQ Chicken,"Korean,Asian","1-G-4, Tesco Penang No.1, Lebuh Tengku Kudin 1, Penang Island 11700 Malaysia",,,0,5.377525,100.315245
Chew Kee Sar Hor Fun & Fish Head Beehoon Soup,Chinese,"51, Lorong Seckchuan Turn into small lane opposite Tek Sen on Lebuh Carnavon, Penang Island 10200 Malaysia",,,0,5.4173352,100.3361926
John's Getaway,Chinese,,,,0,,
Sea Fruit Stick Soup Store,"Barbecue,Asian,Grill,Chinese","842, Jalan Dato Ismail Hashim, Relau, Jalan Dato Ismail Hashim, Relau, Bayan Lepas, Penang Island 11900 Malaysia",,,0,5.3303553,100.2775181
Gou Lou Wan Thun Mee,Chinese,"169 Lebuh Carnarvon, Penang Island 10100 Malaysia",,,0,5.4147326,100.3344732
Fork up Nation,"Grill,Diner,Dining bars,European","Jalan sungai tiram 8 Summerskye Residence, Penang Island 11900 Malaysia",,,0,5.2986937,100.2681594
Mutiara Ombak,"Seafood,Asian,Thai,Chinese","Tanjung Tokong, Penang Island Malaysia",,,0,5.4583809,100.303487
La Vanille,International,"122 A Hutton Lane, Penang Island 10050 Malaysia",,,0,5.4208701,100.3291555
Paparich Penang,International,,,,0,,
The Legend Hot Pot,"Chinese,Asian","The Legend Hot Pot 38 Pengkalan Weld, Penang Island 10300 Malaysia",2,,0,5.4136078,100.3404991
Gertak Sanggul Seafood Fishing stage,"Seafood,Chinese","388 mk, Teluk Kumbar, 8, Jalan Gertak Sanggul Bayan Lepas, Penang Island 11910 Malaysia",,,0,5.2880213,100.2320712
Jade Avenue Restaurant,Chinese,"Jade Avenue Restaurant 4D Jalan Gottlieb George Town, Penang Island 10350 Malaysia",,,0,5.4319604,100.3009419
Bintang,"Malaysian,Asian","bandar baru,Air Itam, Penang Island Malaysia",,,0,5.3890628,100.2810459
Backspin Sports Cafe & Kitchen,"Indian,Philippine,Asian","Bangkok Lane 25 Bangkok Lane, Georgetown, Penang Island 10250 Malaysia",1,,0,5.4319314,100.3128902
Restoran The Kitchen 2,"Malaysian,Asian","2d-01-01, Penang Island Malaysia",,,0,5.3673161,100.2486493
Studio Room Karaoke Chang ba,"Chinese,Pub","Karpal Singh Drive, Penang Island 11600 Malaysia",2,,0,5.3966686,100.3285881
The skewer truck,Barbecue,"Lebuh chulia, Penang Island Malaysia",,,0,5.4183711,100.3362365
Tomyummy Noodles House,Thai,"Persiaran Gurney, Penang Plaza Gurney, Penang Island 10250 Malaysia",1,,0,5.4380431,100.3100232
Tachi Nyonya kitchen & bar,"Chinese,Asian,Malaysian","36, Lebuh Gereja, Penang Island 10200 Malaysia",1,,0,5.4180657,100.3413349
Trail of Coffeeshops in Penang,Asian,Penang Island Malaysia,,,0,5.3673161,100.2486493
Amojiak Western Food And Pasta,"Cafe,Fast food,Fusion,Cajun & Creole","Lorong Delima 6 Island glades, Penang Island 11700 Malaysia",,,0,5.3825906,100.3039919
Taste Maker Restaurant,Cajun & Creole,,,,0,,
Revecinq,"Italian,French,Asian","84, Lebuh Bishop, George Town, 10200 George Town, Pulau Pinang, Malaysia, Penang Island Malaysia",1,,0,5.4195361,100.3402772
Rasyazmi Corner,"Malaysian,Asian","See Young Young, Penang Island Malaysia",,,0,5.392329,100.307334
Great Delight Kitchen,"Cafe,Seafood,Asian,Chinese","Great Delight Kitchen 29 Jalan Phuah Hin Leong George Town, Penang Island 10050 Malaysia",,,0,5.423861,100.322974
Burmah108,"Malaysian,Asian","108 Burmah Road, Penang Island 10050 Malaysia",,,0,5.4199913,100.3264708
Maga Restaurant,Chinese,"382 Jalan Perak Taman Desa Green, Penang Island 11600 Malaysia",,,0,5.3999641,100.3144685
Canton-i Restaurant,Chinese,"1st Floor, Plaza Gurney Jalan Kelawai, Penang Island Malaysia",,,0,5.4385869,100.3100078
Restaurant Thai-phoon Cuisine,Thai,"3-LG-01, Pusat Perdagangan Nova, Penang Island Malaysia",,,0,5.3908586,100.3147899
Farmers Cottage,Asian,"LG-01, One Precinct Lengkok Mayang Pasir, Penang Island Malaysia",,,0,5.3252774,100.2849948
Hao Xian Wei,"Chinese,Seafood","78A, Lintang Angsana 1, Penang Island 11500 Malaysia",1,,0,5.3897079,100.2817568
Hotel,"Central American,South American",Penang Island Malaysia,,,0,5.3673161,100.2486493
Kwong Chiu Restaurant,Chinese,"79, Jalan Siam, George Town, Penang Island 10400 Malaysia",,,0,5.4148798,100.3207058
George Kee Satay,"Bar,Barbecue,Asian","NO 112 Lorong Selamat, George Town, Penang Island 10400 Malaysia",1,,0,5.4167914,100.3243985
JustLake Kitchen in Fitee50,"Italian,Chinese,Fusion","4 Lebuh King, George Town, Penang Island 10200 Malaysia",1,,0,5.4197048,100.3408318
EpicSatay,"Asian,Malaysian","Jalan Larut beside Royal Hotel, near KFC Jalan Larut, George Town, Penang Island 10050 Malaysia",1,,0,5.4219439,100.3254891
Holy Crab Penang,Seafood,"52 Lebuh Tye Sin, George Town, Penang Island 10300 Malaysia",,4,4,5.4103467,100.3302214
Grandpa's Kitchen,Chinese,"202D Jalan Burma Gf, George Town, Penang Island 10350 Malaysia",,5,1,5.4285266,100.3150165
The Cozy Paradise,Chinese,,,,0,,
Lucky Bowl,Chinese,"112 Lorong Selamat, George Town, Penang Island 10400 Malaysia",1,,0,5.4167914,100.3243985
Duck Blood Mee Curry,Chinese,"223b, Jalan Burma Penang, George Town, Penang Island 10050 Malaysia",,,0,5.4237775,100.3210152
Iyara Thai Cuisine,Thai,"Karpal Singh Drive Automall, George Town, Penang Island 11600 Malaysia",,,0,5.3983008,100.3297378
Monga Fried Chicken,"Chinese,Asian,Taiwanese","Jalan Bawasah 1, George Town, Penang Island 10050 Malaysia",1,,0,5.4218665,100.3258809
Xing Fu Wei Dao Cafe,"Cafe,Asian,Malaysian","No.49L, Weld Quay, George Town, Penang Island 11500 Malaysia",1,,0,5.41277,100.3389891
Richdad,"Italian,Southwestern","Level 5, Jalan Penang The Top, George Town, Penang Island 10000 Malaysia",1,,0,5.4219784,100.3346596
Giffy PLT,"Pizza,Cafe,Fast food,Italian","5 Jalan Burma, George Town, Penang Island 10400 Malaysia",,,0,5.4169656,100.329624
Shobana's Kitchen,"Asian,Indian","20D Penang Street, George Town, Penang Island 10200 Malaysia",,4,1,5.4194283,100.3415284
Ferment | A Wine Knowledge Co.,"French,Southwestern,Asian","107 & 109, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",2,,0,5.4121345,100.3366658
Nyonya Palazzo,"Malaysian,Asian","29, Church St, George Town, Penang Island 10200 Malaysia",,4.5,3,5.4179133,100.3412375
Barista Haus Cafe,"Cafe,Fast food","Jalan Pintal Tali Level 1, George Town, Penang Island 10100 Malaysia",1,,0,5.4166409,100.3337959
Heng Seafood,Seafood,"192 Jalan Burma, George Town, Penang Island 10350 Malaysia",,,0,5.4279721,100.3159133
Yippee Steamboat,Chinese,"86 Jalan Rangoon, George Town, Penang Island 10400 Malaysia",1,,0,5.4172119,100.3239277
101 Coffee,Cafe,"17A, Ground Floor, Taman Seri Damai, Lebuhraya Batu Lanchang, George Town, Penang Island 11600 Malaysia",,,0,5.388728,100.308087
Bistro Halia Nasi Kandar,"Asian,Healthy,Singaporean,Indian","2-1-1a, The Latitude, Persiaran Halia 3, George Town, Penang Island 11200 Malaysia",,,0,5.4498979,100.297524
Wong Kok Penang,"Hong Kong,Chinese","Jalan kelawai, George Town, Penang Island Malaysia",,,0,5.4330396,100.3129623
Cafe Winwshop,Chinese,,,,0,,
Fatboy Cafe,"Malaysian,Lombard,Northern-Italian,Asian","117 A, Annex Building A,victoria Street Pulau Pinang, George Town, Penang Island 10300 Malaysia",,,0,5.4123126,100.3368632
Mayura Spice Kitchen,"Asian,Malaysian,Indian","83, Lebuh China, George Town, Penang Island 10200 Malaysia",,,0,5.4179362,100.3393189
2nd Hand Smoke,"Chinese,Barbecue,Asian","3, Upper Penang Road, George Town, Penang Island 10000 Malaysia",2,5,11,5.4189016,100.3317942
Ostrea,"Fusion,Seafood","15, Lebuh Leith, George Town, Penang Island 10200 Malaysia",,,0,5.4206833,100.3349227
Martini Cafe,"Malaysian,Asian","Persiaran Gurney, George Town, Penang Island 11250 Malaysia",,,0,5.4344703,100.3148649
Boston Coffee,Southwestern,"257,Lebuh Victoria, George Town, Penang Island 10300 Malaysia",1,,0,5.415894,100.3414129
Rabbit Softserve,,,1,,0,,
Love Corner,"Chinese,American,Asian","No 290, Lebuh Chulia, George Town, Penang Island 10200 Malaysia",1,,0,5.4182148,100.3367421
Night Live Cafe & Bar,,,1,,0,,
BOBZ Cafe,,,1,,0,,
Si Chuan Restaurant,,,1,,0,,
Man Shan Bak Kut Teh,"Chinese,Asian,Fusion","6, Jalan Phuah Hin Leong, 10050 Georgetown Penang, George Town, Penang Island 10050 Malaysia",1,5,2,5.423454,100.3225837
Uncle Hillside Burger,"Asian,Malaysian,American","Jalan Sungai Kelian, George Town, Penang Island Malaysia",,,0,5.4637072,100.2891574
Platform 261,"American,Asian,British,Chinese","261 Lebuh Pantai, George Town, Penang Island 10300 Malaysia",,,0,5.4131334,100.3372344
Dreams Homecake,Cafe,"88 Lebuh Gereja, George Town, Penang Island 10200 Malaysia",,,0,5.4191065,100.3396906
Prince Seafood,"Diner,Seafood","150 Jalan P Ramlee, George Town, Penang Island 10460 Malaysia",,,0,5.4064944,100.3090474
Nation's Barbecue,"Fusion,Barbecue","80-T Jalan Trengganu, George Town, Penang Island 10460 Malaysia",,,0,5.4070413,100.3090872
Kannaa's,"Malaysian,Asian","72, Cina Street Little India, George Town, Penang Island 10200 Malaysia",,,0,5.4178403,100.3397443
Passion Restaurant,"Spanish,Fusion,French","25 Jalan Argyll Behind Odeon Cinema, George Town, Penang Island 10050 Malaysia",,,0,5.4203868,100.3319481
Mr Churro,Spanish,"Persiaran Gurney 170-B1-K4, Gurney Plaza, George Town, Penang Island 10250 Malaysia",1,,0,5.4379831,100.309516
67 Coffee Mansion,Cafe,"67 Jalan Irving, George Town, Penang Island 10400 Malaysia",,,0,5.4148131,100.3238839
Yuehong Food,"Chinese,Fast food,Asian","168 Jalan Macalister, George Town, Penang Island 10400 Malaysia",1,,0,5.4166325,100.3238204
Steamy Mug,"Chinese,Cafe,International","38-B, Lebuh Farquhar Pulau Pinang, George Town, Penang Island 10200 Malaysia",1,,0,5.423771,100.3336072
Spicy Hotpot Restaurant - Penang,Chinese,"206, Jalan C.Y Choy, George Town, Penang Island 10300 Malaysia",1,,0,5.4082811,100.3303404
Homey Touch Cafe,"Italian,American,Cafe","Lot 12, Bangunan Perlesenan MPPP, George Town, Penang Island 10300 Malaysia",1,,0,5.421692,100.3411811
Yun Shui Ge Teahouse,"European,Central European,South American,Chinese","139 Jalan Macalister Behind of Building of Party Gerakan Rakyat, George Town, Penang Island 10400 Malaysia",,,0,5.4186639,100.3185763
Micaf Coffee Specialist Showroom,Cafe,"NO 13 Lorong Susu, George Town, Penang Island 10400 Malaysia",,,0,5.415319,100.3243731
The Salad Tree,"Asian,Malaysian","74-G, Jalan Siam, 10250, Penang, George Town, Penang Island 10250 Malaysia",1,,0,5.4145458,100.3212422
Kafe Hideout,,,1,,0,,
Shin Yakiniku,"Japanese,Barbecue,Street Food","54 Jalan Rangoon, George Town, Penang Island 10400 Malaysia",1,,0,5.4181791,100.3245525
Andy Warlord Food And Beverages,,"4 Lorong Kampung Malabar, George Town, Penang Island 10200 Malaysia",1,,0,5.4188162,100.333541
Khoong Foodie,"Chinese,Asian,Taiwanese","No.247,Lebuh Kimberley, George Town, Penang Island 10100 Malaysia",1,,0,5.4173156,100.3311782
Zaxby's,Fast food,"1133 Lexington Road, George Town, Penang Island 40324 Malaysia",,,0,5.4141307,100.3287506
B6 Tranditional Enterrise,Fast food,,,,0,,
Fujiwara TOMYAM Noodles House,"Asian,Thai","38A,Lebuh tye sin, George Town, Penang Island 10300 Malaysia",1,,0,5.4103056,100.3304391
Seed Natural Food Cafe,Chinese,"12A Abu Siti Lane, George Town, Penang Island 10050 Malaysia",,,0,5.4200061,100.3246443
Cong Sen Steamboat,Chinese,"No. 154, Jalan Pintal Tali, George Town, Penang Island 10100 Malaysia",2,,0,5.4154051,100.3322917
Kai's Tea House,Chinese,"Beach Street, George Town, Penang Island 10300 Malaysia",1,,0,5.415099,100.339043
Chayu Kafei Restaurant,"Cafe,Asian,Malaysian,Chinese","33 Jalan Trang, George Town, Penang Island 10150 Malaysia",,,0,5.4125652,100.3274026
Uncle Joe Kutu Mayung,Chinese,,,,0,,
Japan Food Street,Japanese,"Jalan Penang, George Town, Penang Island 10000 Malaysia",1,,0,5.4189016,100.3317942
The Six Hunan Ramen,Chinese,"Jalan Dato Keramat 79-G-12 & 42-43, Penang Time Square, George Town, Penang Island 10150 Malaysia",1,,0,5.4124456,100.3252779
Bento by Lehome Taste,,,1,,0,,
Victorian Garden Tea Room & Cafe,"Steakhouse,Cafe,Fast food","33 Jalan Irrawadi 33, Jalan Irrawady, 10050 Georgetown, Penang, George Town, Penang Island 10050 Malaysia",1,,0,5.4321233,100.3287399
Sukhothai Beef Noodle House,,,1,,0,,
Rabbit Breaks,Cafe,"181, Lebuh Victoria, George Town, Penang Island 10300 Malaysia",1,,0,5.4138918,100.3391506
Sun Village Catering Buffet,Barbecue,"No.43, Jalan Pahang, George Town, Penang Island 11200 Malaysia",,,0,5.4135552,100.3213957
Handy Spoon,"Malaysian,Asian","24b, Weld Quay, George Town, Penang Island 10200 Malaysia",,,0,5.414617,100.3418958
museum cafe,Cafe,"No. 7, Jalan D.S. Ramanathan, George Town, Penang Island Malaysia",,,0,5.4294495,100.3062933
All make sense cafe,Cafe,"No 7, Tanjung Bunga Park,, Tanjung Bungah, Penang Island Malaysia",,,0,5.4627001,100.3018914
Round Island Cafe,"Malaysian,Asian","Jalan Hassan Abas, Teluk Bahang, Tanjung Bungah, Penang Island 11050 Malaysia",,,0,5.4574582,100.2112086
Lan?????s Corner Ikan Bakar,"Asian,Malaysian,Seafood","554, Jalan Tanjung Bungah, Tanjung Bungah, Penang Island 11200 Malaysia",,2.5,2,5.465279,100.2808894
Sushi Tei,"Japanese,Sushi,Asian","100 Persiaran Bayan Indah 3F-22A, Queensbay Mall, Bayan Lepas, Penang Island 11900 Malaysia",2,,0,5.3331774,100.3066084
Uchino Ramen,Japanese,"43-A-G Persiaran Bayan Indah opposite Starbucks QUEENSBAY MALL, Bayan Lepas, Penang Island 11900 Malaysia",1,,0,5.3341824,100.3072394
Papisz Cafe,Steakhouse,"27 Persiaran Mahsuri 1/1, Bayan Lepas, Penang Island 11900 Malaysia",,,0,5.3234094,100.2787374
Delicios Cafe,"Thai,Indonesian,Malaysian,Asian","1158 Lorong kampung Bukit, Bayan Lepas, Penang Island 09200 Malaysia",,,0,5.2978003,100.256571
